researcherid:L-9825-2016;Jong-Hyun Ahn;https://publons.com/researcher/2228321/jong-hyun-ahn/
researcherid:E-6889-2014;Javier Aizpurua;https://publons.com/researcher/1331876/javier-aizpurua/
NORID:1;Pulickel Ajayan;http://bit.ly/2ZmkAhq
researcherid:N-8863-2015;Paul Alivisatos;https://publons.com/researcher/2342530/paul-alivisatos/
NORID:2;James Analytis;http://bit.ly/2ZiGemZ
researcherid:C-4098-2017;Markus Aspelmeyer;https://publons.com/researcher/2153264/markus-aspelmeyer/



