IDENTIFICADORES DE AUTOR: (D-4845-2014)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Direct observation of a widely tunable bandgap in bilayer graphene","Zhang, Yuanbo; Tang, Tsung-Ta; Girit, Caglar; Hao, Zhao; Martin, Michael C.; Zettl, Alex; Crommie, Michael F.; Shen, Y. Ron; Wang, Feng","","","","NATURE","JUN 11 2009","2009","459","7248","","","","820","823","","10.1038/nature08105","","","2146","195.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","121","201","226","243","230","284","254","229","207","133","0"
"Graphene plasmonics for tunable terahertz metamaterials","Ju, Long; Geng, Baisong; Horng, Jason; Girit, Caglar; Martin, Michael; Hao, Zhao; Bechtel, Hans A.; Liang, Xiaogan; Zettl, Alex; Shen, Y. Ron; Wang, Feng","","","","NATURE NANOTECHNOLOGY","OCT 2011","2011","6","10","","","","630","634","","10.1038/NNANO.2011.146","","","1586","176.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","104","179","203","232","253","231","243","140","0"
"Gate-variable optical transitions in graphene","Wang, Feng; Zhang, Yuanbo; Tian, Chuanshan; Girit, Caglar; Zettl, Alex; Crommie, Michael; Shen, Y. Ron","","","","SCIENCE","APR 11 2008","2008","320","5873","","","","206","209","","10.1126/science.1152793","","","977","81.42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","38","64","65","86","102","115","107","111","116","105","60","0"
"Graphene at the Edge: Stability and Dynamics","Girit, Caglar Oe; Meyer, Jannik C.; Erni, Rolf; Rossell, Marta D.; Kisielowski, C.; Yang, Li; Park, Cheol-Hwan; Crommie, M. F.; Cohen, Marvin L.; Louie, Steven G.; Zettl, A.","","","","SCIENCE","MAR 27 2009","2009","323","5922","","","","1705","1708","","10.1126/science.1166999","","","841","76.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","81","92","97","104","113","97","60","70","65","29","0"
"The two-dimensional phase of boron nitride: Few-atomic-layer sheets and suspended membranes","Pacile, D.; Meyer, J. C.; Girit, C. Oe.; Zettl, A.","","","","APPLIED PHYSICS LETTERS","MAR 31 2008","2008","92","13","","","","","","133107","10.1063/1.2903702","","","564","47.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","12","24","55","51","52","69","64","67","74","62","33","0"
"Origin of spatial charge inhomogeneity in graphene","Zhang, Yuanbo; Brar, Victor W.; Girit, Caglar; Zettl, Alex; Crommie, Michael F.","","","","NATURE PHYSICS","OCT 2009","2009","5","10","","","","722","726","","10.1038/NPHYS1365","","","485","44.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","41","70","60","58","50","45","52","49","34","21","0"
"On the roughness of single- and bi-layer graphene membranes","Meyer, J. C.; Geim, A. K.; Katsnelson, M. I.; Novoselov, K. S.; Obergfell, D.; Roth, S.; Girit, C.; Zettl, A.","","","","SOLID STATE COMMUNICATIONS","JUL 2007","2007","143","1-2","","","","101","109","","10.1016/j.ssc.2007.02.047","","","359","27.62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","13","19","34","34","33","50","35","29","38","27","21","24","0"
"Imaging and dynamics of light atoms and molecules on graphene","Meyer, Jannik C.; Girit, C. O.; Crommie, M. F.; Zettl, A.","","","","NATURE","JUL 17 2008","2008","454","7202","","","","319","322","","10.1038/nature07094","","","354","29.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","29","49","59","45","30","36","23","28","21","19","10","0"
"Controlling inelastic light scattering quantum pathways in graphene","Chen, Chi-Fan; Park, Cheol-Hwan; Boudouris, Bryan W.; Horng, Jason; Geng, Baisong; Girit, Caglar; Zettl, Alex; Crommie, Michael F.; Segalman, Rachel A.; Louie, Steven G.; Wang, Feng","","","","NATURE","MAR 31 2011","2011","471","7340","","","","617","620","","10.1038/nature09866","","","311","34.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","35","31","44","44","38","45","40","26","0"
"Drude conductivity of Dirac fermions in graphene","Horng, Jason; Chen, Chi-Fan; Geng, Baisong; Girit, Caglar; Zhang, Yuanbo; Hao, Zhao; Bechtel, Hans A.; Martin, Michael; Zettl, Alex; Crommie, Michael F.; Shen, Y. Ron; Wang, Feng","","","","PHYSICAL REVIEW B","APR 15 2011","2011","83","16","","","","","","165113","10.1103/PhysRevB.83.165113","","","291","32.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","31","33","38","36","49","47","35","14","0"
