IDENTIFICADORES DE AUTOR: (B-4659-2012)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Photonic crystals: Putting a new twist on light","Joannopoulos, JD; Villeneuve, PR; Fan, SH","","","","NATURE","MAR 13 1997","1997","386","6621","","","","143","149","","10.1038/386143a0","","","2319","100.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","39","87","88","117","129","118","126","134","143","114","145","126","98","92","117","87","101","103","95","94","92","65","0"
"High transmission through sharp bends in photonic crystal waveguides","Mekis, A; Chen, JC; Kurland, I; Fan, SH; Villeneuve, PR; Joannopoulos, JD","","","","PHYSICAL REVIEW LETTERS","OCT 28 1996","1996","77","18","","","","3787","3790","","10.1103/PhysRevLett.77.3787","","","1425","59.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","22","56","65","99","109","93","98","94","94","73","94","56","65","64","52","59","55","37","43","35","32","24","0"
"Large single-molecule fluorescence enhancements produced by a bowtie nanoantenna","Kinkhabwala, Anika; Yu, Zongfu; Fan, Shanhui; Avlasevich, Yuri; Muellen, Klaus; Moerner, W. E.","","","","NATURE PHOTONICS","NOV 2009","2009","3","11","","","","654","657","","10.1038/NPHOTON.2009.187","","","1223","111.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","50","106","117","128","161","167","130","143","156","64","0"
"A dielectric omnidirectional reflector","Fink, Y; Winn, JN; Fan, SH; Chen, CP; Michel, J; Joannopoulos, JD; Thomas, EL","","","","SCIENCE","NOV 27 1998","1998","282","5394","","","","1679","1682","","10.1126/science.282.5394.1679","","","1012","46.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","13","24","38","34","53","66","71","73","73","55","65","53","65","64","41","45","37","47","38","36","19","0"
"Guided modes in photonic crystal slabs","Johnson, SG; Fan, SH; Villeneuve, PR; Joannopoulos, JD; Kolodziejski, LA","","","","PHYSICAL REVIEW B","AUG 15 1999","1999","60","8","","","","5751","5758","","10.1103/PhysRevB.60.5751","","","857","40.81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","59","79","61","55","65","66","51","45","43","49","41","43","23","37","31","33","22","22","14","0"
"Parity-time-symmetric whispering-gallery microcavities","Peng, Bo; Oezdemir, Sahin Kaya; Lei, Fuchuan; Monifi, Faraz; Gianfreda, Mariagiovanna; Long, Gui Lu; Fan, Shanhui; Nori, Franco; Bender, Carl M.; Yang, Lan","","","","NATURE PHYSICS","MAY 2014","2014","10","5","","","","394","398","","10.1038/NPHYS2927","","","855","142.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","129","179","185","195","120","0"
"Optical Absorption Enhancement in Amorphous Silicon Nanowire and Nanocone Arrays","Zhu, Jia; Yu, Zongfu; Burkhard, George F.; Hsu, Ching-Mei; Connor, Stephen T.; Xu, Yueqin; Wang, Qi; McGehee, Michael; Fan, Shanhui; Cui, Yi","","","","NANO LETTERS","JAN 2009","2009","9","1","","","","279","282","","10.1021/nl802886y","","","850","77.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","91","92","114","105","104","84","71","80","67","31","0"
"Photonic-bandgap microcavities in optical waveguides","Foresi, JS; Villeneuve, PR; Ferrera, J; Thoen, ER; Steinmeyer, G; Fan, S; Joannopoulos, JD; Kimerling, LC; Smith, HI; Ippen, EP","","","","NATURE","NOV 13 1997","1997","390","6656","","","","143","145","","","","","824","35.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","51","44","45","50","59","53","57","46","42","37","37","37","39","37","33","42","21","19","25","17","15","0"
"Analysis of guided resonances in photonic crystal slabs","Fan, SH; Joannopoulos, JD","","","","PHYSICAL REVIEW B","JUN 15 2002","2002","65","23","","","","","","235112","10.1103/PhysRevB.65.235112","","","768","42.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","20","28","20","27","39","33","49","48","64","69","56","50","64","65","76","52","0"
"Nanoscale thermal transport. II. 2003-2012","Cahill, David G.; Braun, Paul V.; Chen, Gang; Clarke, David R.; Fan, Shanhui; Goodson, Kenneth E.; Keblinski, Pawel; King, William P.; Mahan, Gerald D.; Majumdar, Arun; Maris, Humphrey J.; Phillpot, Simon R.; Pop, Eric; Shi, Li","","","","APPLIED PHYSICS REVIEWS","MAR 2014","2014","1","1","","","","","","011305","10.1063/1.4832615","","","683","113.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","117","131","147","164","95","0"
"Nanodome Solar Cells with Efficient Light Management and Self-Cleaning","Zhu, Jia; Hsu, Ching-Mei; Yu, Zongfu; Fan, Shanhui; Cui, Yi","","","","NANO LETTERS","JUN 2010","2010","10","6","","","","1979","1984","","10.1021/nl9034237","","","641","64.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","63","91","94","92","88","64","65","43","24","0"
"Temporal coupled-mode theory for the Fano resonance in optical resonators","Fan, SH; Suh, W; Joannopoulos, JD","","","","JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION","MAR 2003","2003","20","3","","","","569","572","","10.1364/JOSAA.20.000569","","","567","33.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","16","16","14","15","19","25","30","29","32","47","48","63","69","69","64","0"
"High extraction efficiency of spontaneous emission from slabs of photonic crystals","Fan, SH; Villeneuve, PR; Joannopoulos, JD; Schubert, EF","","","","PHYSICAL REVIEW LETTERS","APR 28 1997","1997","78","17","","","","3294","3297","","10.1103/PhysRevLett.78.3294","","","567","24.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","19","22","18","26","19","27","27","33","37","48","39","30","37","24","35","40","17","17","24","14","8","0"
