AUTHOR IDENTIFIERS: (0000-0003-4710-1768)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Dark Matter Results from 225 Live Days of XENON100 Data","Aprile, E.; Alfonsi, M.; Arisaka, K.; Arneodo, F.; Balan, C.; Baudis, L.; Bauermeister, B.; Behrens, A.; Beltrame, P.; Bokeloh, K.; Brown, E.; Bruno, G.; Budnik, R.; Cardoso, J. M. R.; Chen, W. -T.; Choi, B.; Cline, D.; Colijn, A. P.; Contreras, H.; Cussonneau, J. P.; Decowski, M. P.; Duchovni, E.; Fattori, S.; Ferella, A. D.; Fulgione, W.; Gao, F.; Garbini, M.; Ghag, C.; Giboni, K. -L.; Goetzke, L. W.; Grignon, C.; Gross, E.; Hampel, W.; Kaether, F.; Kish, A.; Lamblin, J.; Landsman, H.; Lang, R. F.; Le Calloch, M.; Levy, C.; Lim, K. E.; Lin, Q.; Lindemann, S.; Lindner, M.; Lopes, J. A. M.; Lung, K.; Undagoitia, T. Marrodan; Massoli, F. V.; Fernandez, A. J. Melgarejo; Meng, Y.; Molinario, A.; Nativ, E.; Ni, K.; Oberlack, U.; Orrigo, S. E. A.; Pantic, E.; Persiani, R.; Plante, G.; Priel, N.; Rizzo, A.; Rosendahl, S.; dos Santos, J. M. F.; Sartorelli, G.; Schreiner, J.; Schumann, M.; Lavina, L. Scotto; Scovell, P. R.; Selvi, M.; Shagin, P.; Simgen, H.; Teymourian, A.; Thers, D.; Vitells, O.; Wang, H.; Weber, M.; Weinheimer, C.","XENON100 Collaboration","","","PHYSICAL REVIEW LETTERS","NOV 2 2012","2012","109","18","","","","","","181301","10.1103/PhysRevLett.109.181301","","","1074","134.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","263","258","209","178","106","38","11"
"Dark Matter Search Results from the CDMS II Experiment","Ahmed, Z.; Akerib, D. S.; Arrenberg, S.; Bailey, C. N.; Balakishiyeva, D.; Baudis, L.; Bauer, D. A.; Brink, P. L.; Bruch, T.; Bunker, R.; Cabrera, B.; Caldwell, D. O.; Cooley, J.; Cushman, P.; Daal, M.; DeJongh, F.; Dragowsky, M. R.; Duong, L.; Fallows, S.; Figueroa-Feliciano, E.; Filippini, J.; Fritts, M.; Golwala, S. R.; Grant, D. R.; Hall, J.; Hennings-Yeomans, R.; Hertel, S. A.; Holmgren, D.; Hsu, L.; Huber, M. E.; Kamaev, O.; Kiveni, M.; Kos, M.; Leman, S. W.; Mahapatra, R.; Mandic, V.; McCarthy, K. A.; Mirabolfathi, N.; Moore, D.; Nelson, H.; Ogburn, R. W.; Phipps, A.; Pyle, M.; Qiu, X.; Ramberg, E.; Rau, W.; Reisetter, A.; Saab, T.; Sadoulet, B.; Sander, J.; Schnee, R. W.; Seitz, D. N.; Serfass, B.; Sundqvist, K. M.; Tarka, M.; Wikus, P.; Yellin, S.; Yoo, J.; Young, B. A.; Zhang, J.","CDMS II Collaboration","","","SCIENCE","MAR 26 2010","2010","327","5973","","","","1619","1621","","10.1126/science.1186112","","","582","58.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","160","134","80","66","34","32","9","7","4"
"Latest results from the HEIDELBERG-MOSCOW double beta decay experiment","Klapdor-Kleingrothaus, HV; Dietz, A; Baudis, L; Heusser, G; Krivosheina, IV; Majorovits, B; Paes, H; Strecker, H; Alexeev, V; Balysh, A; Bakalyarov, A; Belyaev, ST; Lebedev, VI; Zhukov, S","","","","EUROPEAN PHYSICAL JOURNAL A","OCT 2001","2001","12","2","","","","147","154","","10.1007/s100500170022","","","543","28.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","36","52","47","30","42","25","24","26","27","32","50","48","20","40","16","13","8","6"
"First results from the XENON10 dark matter experiment at the Gran Sasso National Laboratory","Angle, J.; Aprile, E.; Arneodo, F.; Baudis, L.; Bernstein, A.; Bolozdynya, A.; Brusov, P.; Coelho, L. C. C.; Dahl, C. E.; DeViveiros, L.; Ferella, A. D.; Fernandes, L. M. P.; Fiorucci, S.; Gaitskell, R. J.; Giboni, K. L.; Gomez, R.; Hasty, R.; Kastens, L.; Kwong, J.; Lopes, J. A. M.; Madden, N.; Manalaysay, A.; Manzur, A.; McKinsey, D. N.; Monzani, M. E.; Ni, K.; Oberlack, U.; Orboeck, J.; Plante, G.; Santorelli, R.; dos Santos, J. M. F.; Shagin, P.; Shutt, T.; Sorensen, P.; Schulte, S.; Winant, C.; Yamashita, M.","Xenon Collaboration","","","PHYSICAL REVIEW LETTERS","JAN 18 2008","2008","100","2","","","","","","021303","10.1103/PhysRevLett.100.021303","","","541","45.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","58","153","138","74","33","21","20","14","10","10","7","2"
"Dark Matter Results from 100 Live Days of XENON100 Data","Aprile, E.; Arisaka, K.; Arneodo, F.; Askin, A.; Baudis, L.; Behrens, A.; Bokeloh, K.; Brown, E.; Bruch, T.; Bruno, G.; Cardoso, J. M. R.; Chen, W. -T.; Choi, B.; Cline, D.; Duchovni, E.; Fattori, S.; Ferella, A. D.; Gao, F.; Giboni, K. -L.; Gross, E.; Kish, A.; Lam, C. W.; Lamblin, J.; Lang, R. F.; Levy, C.; Lim, K. E.; Lin, Q.; Lindemann, S.; Lindner, M.; Lopes, J. A. M.; Lung, K.; Undagoitia, T. Marrodan; Mei, Y.; Fernandez, A. J. Melgarejo; Ni, K.; Oberlack, U.; Orrigo, S. E. A.; Pantic, E.; Persiani, R.; Plante, G.; Ribeiro, A. C. C.; Santorelli, R.; dos Santos, J. M. F.; Sartorelli, G.; Schumann, M.; Selvi, M.; Shagin, P.; Simgen, H.; Teymourian, A.; Thers, D.; Vitells, O.; Wang, H.; Weber, M.; Weinheimer, C.","XENON100 Collaboration","","","PHYSICAL REVIEW LETTERS","SEP 19 2011","2011","107","13","","","","","","131302","10.1103/PhysRevLett.107.131302","","","531","59.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","237","110","68","34","24","18","11","4"
"Results on Neutrinoless Double-beta Decay of Ge-76 from Phase I of the GERDA Experiment","Agostini, M.; Allardt, M.; Andreotti, E.; Bakalyarov, A. M.; Balata, M.; Barabanov, I.; Heider, M. Barnabe; Barros, N.; Baudis, L.; Bauer, C.; Becerici-Schmidt, N.; Bellotti, E.; Belogurov, S.; Belyaev, S. T.; Benato, G.; Bettini, A.; Bezrukov, L.; Bode, T.; Brudanin, V.; Brugnera, R.; Budjas, D.; Caldwell, A.; Cattadori, C.; Chernogorov, A.; Cossavella, F.; Demidova, E. V.; Domula, A.; Egorov, V.; Falkenstein, R.; Ferella, A.; Freund, K.; Frodyma, N.; Gangapshev, A.; Garfagnini, A.; Gotti, C.; Grabmayr, P.; Gurentsov, V.; Gusev, K.; Guthikonda, K. K.; Hampel, W.; Hegai, A.; Heisel, M.; Hemmer, S.; Heusser, G.; Hofmann, W.; Hult, M.; Inzhechik, L. V.; Ioannucci, L.; Csathy, J. Janicsko; Jochum, J.; Junker, M.; Kihm, T.; Kirpichnikov, I. V.; Kirsch, A.; Klimenko, A.; Knoepfle, K. T.; Kochetov, O.; Kornoukhov, V. N.; Kuzminov, V. V.; Laubenstein, M.; Lazzaro, A.; Lebedev, V. I.; Lehnert, B.; Liao, H. Y.; Lindner, M.; Lippi, I.; Liu, X.; Lubashevskiy, A.; Lubsandorzhiev, B.; Lutter, G.; Macolino, C.; Machado, A. A.; Majorovits, B.; Maneschg, W.; Misiaszek, M.; Nemchenok, I.; Nisi, S.; O'Shaughnessy, C.; Pandola, L.; Pelczar, K.; Pessina, G.; Pullia, A.; Riboldi, S.; Rumyantseva, N.; Sada, C.; Salathe, M.; Schmitt, C.; Schreiner, J.; Schulz, O.; Schwingenheuer, B.; Schoenert, S.; Shevchik, E.; Shirchenko, M.; Simgen, H.; Smolnikov, A.; Stanco, L.; Strecker, H.; Tarka, M.; Ur, C. A.; Vasenko, A. A.; Volynets, O.; von Sturm, K.; Wagner, V.; Walter, M.; Wegmann, A.; Wester, T.; Wojcik, M.; Yanovich, E.; Zavarise, P.; Zhitnikov, I.; Zhukov, S. V.; Zinatulina, D.; Zuber, K.; Zuzel, G.","Gerda Collaboration","","","PHYSICAL REVIEW LETTERS","SEP 19 2013","2013","111","12","","","","","","122503","10.1103/PhysRevLett.111.122503","","","399","57.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","66","113","90","72","35","15"
"First Dark Matter Search Results from the XENON1T Experiment","Aprile, E.; Aalbers, J.; Agostini, F.; Alfonsi, M.; Amaro, F. D.; Anthony, M.; Arneodo, F.; Barrow, P.; Baudis, L.; Bauermeister, B.; Benabderrahmane, M. L.; Berger, T.; Breur, P. A.; Brown, A.; Brown, A.; Brown, E.; Bruenner, S.; Bruno, G.; Budnik, R.; Buetikofer, L.; Calven, J.; Cardoso, J. M. R.; Cervantes, M.; Cichon, D.; Coderre, D.; Colijn, A. P.; Conrad, J.; Cussonneau, J. P.; Decowski, M. P.; de Perio, P.; Di Gangi, P.; Di Giovanni, A.; Diglio, S.; Eurin, G.; Fei, J.; Ferella, A. D.; Fieguth, A.; Fulgione, W.; Rosso, A. Gallo; Galloway, M.; Gao, F.; Garbini, M.; Gardner, R.; Geis, C.; Goetzke, L. W.; Grandi, L.; Greene, Z.; Grignon, C.; Hasterok, C.; Hogenbirk, E.; Howlett, J.; Itay, R.; Kaminsky, B.; Kazama, S.; Kessler, G.; Kish, A.; Landsman, H.; Lang, R. F.; Lellouch, D.; Levinson, L.; Lin, Q.; Lindemann, S.; Lindner, M.; Lombardi, F.; Lopes, J. A. M.; Manfredini, A.; Maris, I.; Undagoitia, T. Marrodan; Masbou, J.; Massoli, F. V.; Masson, D.; Mayani, D.; Messina, M.; Micheneau, K.; Molinario, A.; Mora, K.; Murra, M.; Naganoma, J.; Ni, K.; Oberlack, U.; Pakarha, P.; Pelssers, B.; Persiani, R.; Piastra, F.; Pienaar, J.; Pizzella, V.; Piro, M. -C.; Plante, G.; Priel, N.; Rauch, L.; Reichard, S.; Reuter, C.; Riedel, B.; Rizzo, A.; Rosendahl, S.; Rupp, N.; Saldanha, R.; dos Santos, J. M. F.; Sartorelli, G.; Scheibelhut, M.; Schindler, S.; Schreiner, J.; Schumann, M.; Lavina, L. Scotto; Selvi, M.; Shagin, P.; Shockley, E.; Silva, M.; Simgen, H.; von Sivers, M.; Stein, A.; Thapa, S.; Thers, D.; Tiseni, A.; Trinchero, G.; Tunnell, C.; Vargas, M.; Upole, N.; Wang, H.; Wang, Z.; Wei, Y.; Weinheimer, C.; Wulf, J.; Ye, J.; Zhang, Y.; Zhu, T.","XENON Collaboration","","","PHYSICAL REVIEW LETTERS","OCT 30 2017","2017","119","18","","","","","","181301","10.1103/PhysRevLett.119.181301","","","395","131.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","269","100"
"Results from a Low-Energy Analysis of the CDMS II Germanium Data","Ahmed, Z.; Akerib, D. S.; Arrenberg, S.; Bailey, C. N.; Balakishiyeva, D.; Baudis, L.; Bauer, D. A.; Brink, P. L.; Bruch, T.; Bunker, R.; Cabrera, B.; Caldwell, D. O.; Cooley, J.; do Couto e Silva, E.; Cushman, P.; Daal, M.; DeJongh, F.; Di Stefano, P.; Dragowsky, M. R.; Duong, L.; Fallows, S.; Figueroa-Feliciano, E.; Filippini, J.; Fox, J.; Fritts, M.; Golwala, S. R.; Hall, J.; Hennings-Yeomans, R.; Hertel, S. A.; Holmgren, D.; Hsu, L.; Huber, M. E.; Kamaev, O.; Kiveni, M.; Kos, M.; Leman, S. W.; Liu, S.; Mahapatra, R.; Mandic, V.; McCarthy, K. A.; Mirabolfathi, N.; Moore, D.; Nelson, H.; Ogburn, R. W.; Phipps, A.; Pyle, M.; Qiu, X.; Ramberg, E.; Rau, W.; Reisetter, A.; Resch, R.; Saab, T.; Sadoulet, B.; Sander, J.; Schnee, R. W.; Seitz, D. N.; Serfass, B.; Sundqvist, K. M.; Tarka, M.; Wikus, P.; Yellin, S.; Yoo, J.; Young, B. A.; Zhang, J.","CDMS Collaboration","","","PHYSICAL REVIEW LETTERS","MAR 30 2011","2011","106","13","","","","","","131302","10.1103/PhysRevLett.106.131302","","","395","43.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","95","85","68","48","27","10","7","4"
"Search for Weakly Interacting Massive Particles with the First Five-Tower Data from the Cryogenic Dark Matter Search at the Soudan Underground Laboratory","Ahmed, Z.; Akerib, D. S.; Arrenberg, S.; Attisha, M. J.; Bailey, C. N.; Baudis, L.; Bauer, D. A.; Beaty, J.; Brink, P. L.; Bruch, T.; Bunker, R.; Burke, S.; Cabrera, B.; Caldwell, D. O.; Cooley, J.; Cushman, P.; DeJongh, F.; Dragowsky, M. R.; Duong, L.; Emes, J.; Figueroa-Feliciano, E.; Filippini, J.; Fritts, M.; Gaitskell, R. J.; Golwala, S. R.; Grant, D. R.; Hall, J.; Hennings-Yeomans, R.; Hertel, S.; Holmgren, D.; Huber, M. E.; Mahapatra, R.; Mandic, V.; McCarthy, K. A.; Mirabolfathi, N.; Nelson, H.; Novak, L.; Ogburn, R. W.; Pyle, M.; Qiu, X.; Ramberg, E.; Rau, W.; Reisetter, A.; Saab, T.; Sadoulet, B.; Sander, J.; Schmitt, R.; Schnee, R. W.; Seitz, D. N.; Serfass, B.; Sirois, A.; Sundqvist, K. M.; Tarka, M.; Tomada, A.; Wang, G.; Yellin, S.; Yoo, J.; Young, B. A.","","","","PHYSICAL REVIEW LETTERS","JAN 9 2009","2009","102","1","","","","","","011301","10.1103/PhysRevLett.102.011301","","","378","34.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","106","51","21","21","15","14","12","4","5","5"
"Search for Light Dark Matter in XENON10 Data","Angle, J.; Aprile, E.; Arneodo, F.; Baudis, L.; Bernstein, A.; Bolozdynya, A. I.; Coelho, L. C. C.; Dahl, C. E.; DeViveiros, L.; Ferella, A. D.; Fernandes, L. M. P.; Fiorucci, S.; Gaitskell, R. J.; Giboni, K. L.; Gomez, R.; Hasty, R.; Kastens, L.; Kwong, J.; Lopes, J. A. M.; Madden, N.; Manalaysay, A.; Manzur, A.; McKinsey, D. N.; Monzani, M. E.; Ni, K.; Oberlack, U.; Orboeck, J.; Plante, G.; Santorelli, R.; dos Santos, J. M. F.; Schulte, S.; Shagin, P.; Shutt, T.; Sorensen, P.; Winant, C.; Yamashita, M.","XENON10 Collaboration","","","PHYSICAL REVIEW LETTERS","JUL 27 2011","2011","107","5","","","","","","051301","10.1103/PhysRevLett.107.051301","","","352","39.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","61","73","72","42","34","25","19","7"
