IDENTIFICADORES DE AUTOR: (B-2400-2009)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Spintronics: Fundamentals and applications","Zutic, I; Fabian, J; Das Sarma, S","","","","REVIEWS OF MODERN PHYSICS","APR 2004","2004","76","2","","","","323","410","","10.1103/RevModPhys.76.323","","","6920","432.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","276","399","474","516","463","465","481","537","479","508","482","501","497","495","317","0"
"Non-Abelian anyons and topological quantum computation","Nayak, Chetan; Simon, Steven H.; Stern, Ady; Freedman, Michael; Das Sarma, Sankar","","","","REVIEWS OF MODERN PHYSICS","JUL-SEP 2008","2008","80","3","","","","1083","1159","","10.1103/RevModPhys.80.1083","","","2751","229.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","85","163","199","228","236","281","310","307","323","341","262","0"
"Electronic transport in two-dimensional graphene","Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico","","","","REVIEWS OF MODERN PHYSICS","MAY 16 2011","2011","83","2","","","","407","470","","10.1103/RevModPhys.83.407","","","1891","210.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","195","260","251","244","268","282","214","123","0"
"Majorana Fermions and a Topological Phase Transition in Semiconductor-Superconductor Heterostructures","Lutchyn, Roman M.; Sau, Jay D.; Das Sarma, S.","","","","PHYSICAL REVIEW LETTERS","AUG 13 2010","2010","105","7","","","","","","077001","10.1103/PhysRevLett.105.077001","","","1649","164.90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","62","114","190","194","220","230","220","232","177","0"
"Dielectric function, screening, and plasmons in two-dimensional graphene","Hwang, E. H.; Das Sarma, S.","","","","PHYSICAL REVIEW B","MAY 2007","2007","75","20","","","","","","205418","10.1103/PhysRevB.75.205418","","","1148","88.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","49","43","65","81","114","132","130","123","115","120","98","67","0"
"Generic New Platform for Topological Quantum Computation Using Semiconductor Heterostructures","Sau, Jay D.; Lutchyn, Roman M.; Tewari, Sumanta; Das Sarma, S.","","","","PHYSICAL REVIEW LETTERS","JAN 29 2010","2010","104","4","","","","","","040502","10.1103/PhysRevLett.104.040502","","","1054","105.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","68","111","118","125","133","144","122","119","72","0"
"Carrier transport in two-dimensional graphene layers","Hwang, E. H.; Adam, S.; Das Sarma, S.","","","","PHYSICAL REVIEW LETTERS","MAY 4 2007","2007","98","18","","","","","","186806","10.1103/PhysRevLett.98.186806","","","849","65.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","63","58","74","79","87","57","74","75","77","93","54","30","0"
"A self-consistent theory for graphene transport","Adam, Shaffique; Hwang, E. H.; Galitski, V. M.; Das Sarma, S.","","","","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","NOV 20 2007","2007","104","47","","","","18392","18397","","10.1073/pnas.0704772104","","","833","64.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","44","68","83","98","91","88","79","64","62","70","52","32","0"
"Measurement of scattering rate and minimum conductivity in graphene","Tan, Y. -W.; Zhang, Y.; Bolotin, K.; Zhao, Y.; Adam, S.; Hwang, E. H.; Das Sarma, S.; Stormer, H. L.; Kim, P.","","","","PHYSICAL REVIEW LETTERS","DEC 14 2007","2007","99","24","","","","","","246803","10.1103/PhysRevLett.99.246803","","","718","55.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","70","64","74","67","76","62","67","60","59","49","20","0"
"High temperature ferromagnetism with a giant magnetic moment in transparent Co-doped SnO2-delta","Ogale, SB; Choudhary, RJ; Buban, JP; Lofland, SE; Shinde, SR; Kale, SN; Kulkarni, VN; Higgins, J; Lanci, C; Simpson, JR; Browning, ND; Das Sarma, S; Drew, HD; Greene, RL; Venkatesan, T","","","","PHYSICAL REVIEW LETTERS","AUG 15 2003","2003","91","7","","","","","","077205","10.1103/PhysRevLett.91.077205","","","668","39.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","28","43","47","45","58","63","59","56","48","55","41","32","26","27","18","20","0"
"ELECTRON-ENERGY LEVELS IN GAAS-GA1-XALXAS HETEROJUNCTIONS","STERN, F; DASSARMA, S","","","","PHYSICAL REVIEW B","1984","1984","30","2","","","","840","848","","10.1103/PhysRevB.30.840","","","581","16.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26","38","33","35","42","34","19","22","33","23","32","30","25","18","15","14","11","15","12","14","13","11","6","3","4","6","4","5","8","7","3","5","7","6","1","0"
"KINETIC GROWTH WITH SURFACE RELAXATION - CONTINUUM VERSUS ATOMISTIC MODELS","LAI, ZW; DASSARMA, S","","","","PHYSICAL REVIEW LETTERS","MAY 6 1991","1991","66","18","","","","2348","2351","","10.1103/PhysRevLett.66.2348","","","561","19.34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","30","23","37","28","45","34","26","16","25","16","20","18","21","17","30","16","21","11","9","18","13","15","15","18","11","9","8","7","0"
"Polaron percolation in diluted magnetic semiconductors","Kaminski, A; Das Sarma, S","","","","PHYSICAL REVIEW LETTERS","JUN 17 2002","2002","88","24","","","","","","247202","10.1103/PhysRevLett.88.247202","","","560","31.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","29","19","32","39","40","56","40","36","39","37","29","33","21","32","25","23","25","0"
