PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hirschfeld, P. J.; Korshunov, M. M.; Mazin, I. I.								Gap symmetry and structure of Fe-based superconductors								REPORTS ON PROGRESS IN PHYSICS				74	12					124508	10.1088/0034-4885/74/12/124508			DEC 2011	2011										675							WOS:000298079500009		
J	Ghiringhelli, G.; Le Tacon, M.; Minola, M.; Blanco-Canosa, S.; Mazzoli, C.; Brookes, N. B.; De Luca, G. M.; Frano, A.; Hawthorn, D. G.; He, F.; Loew, T.; Sala, M. Moretti; Peets, D. C.; Salluzzo, M.; Schierle, E.; Sutarto, R.; Sawatzky, G. A.; Weschke, E.; Keimer, B.; Braicovich, L.								Long-Range Incommensurate Charge Fluctuations in (Y,Nd)Ba2Cu3O6+x								SCIENCE				337	6096			821	825		10.1126/science.1223532			AUG 17 2012	2012										616							WOS:000307535600037		
J	Scalapino, D. J.								A common thread: The pairing interaction for unconventional superconductors								REVIEWS OF MODERN PHYSICS				84	4			1383	1417		10.1103/RevModPhys.84.1383			OCT 8 2012	2012										542							WOS:000309590600001		
J	Li, Lu; Richter, C.; Mannhart, J.; Ashoori, R. C.								Coexistence of magnetic order and two-dimensional superconductivity at LaAlO3/SrTiO3 interfaces								NATURE PHYSICS				7	10			762	766		10.1038/nphys2080			OCT 2011	2011										517							WOS:000295584200012		
J	Fang, Chen; Yao, Hong; Tsai, Wei-Feng; Hu, JiangPing; Kivelson, Steven A.								Theory of electron nematic order in LaFeAsO								PHYSICAL REVIEW B				77	22					224509	10.1103/PhysRevB.77.224509			JUN 2008	2008										510							WOS:000257289300093		
J	Chu, Jiun-Haw; Analytis, James G.; De Greve, Kristiaan; McMahon, Peter L.; Islam, Zahirul; Yamamoto, Yoshihisa; Fisher, Ian R.								In-Plane Resistivity Anisotropy in an Underdoped Iron Arsenide Superconductor								SCIENCE				329	5993			824	826		10.1126/science.1190482			AUG 13 2010	2010										489							WOS:000280809900046		
J	Keimer, B.; Kivelson, S. A.; Norman, M. R.; Uchida, S.; Zaanen, J.								From quantum matter to high-temperature superconductivity in copper oxides								NATURE				518	7538			179	186		10.1038/nature14165			FEB 12 2015	2015										469							WOS:000349190300029		
J	Basov, D. N.; Averitt, Richard D.; van der Marel, Dirk; Dressel, Martin; Haule, Kristjan								Electrodynamics of correlated electron materials								REVIEWS OF MODERN PHYSICS				83	2			471	541		10.1103/RevModPhys.83.471			JUN 2 2011	2011										379							WOS:000291199300001		
J	Cao, Yuan; Fatemi, Valla; Fang, Shiang; Watanabe, Kenji; Taniguchi, Takashi; Kaxiras, Efthimios; Jarillo-Herrero, Pablo								Unconventional superconductivity in magic-angle graphene superlattices								NATURE				556	7699			43	+		10.1038/nature26160			APR 5 2018	2018										369							WOS:000429103300032		
J	Yuan, H. Q.; Singleton, J.; Balakirev, F. F.; Baily, S. A.; Chen, G. F.; Luo, J. L.; Wang, N. L.								Nearly isotropic superconductivity in (Ba,K)Fe2As2								NATURE				457	7229			565	568		10.1038/nature07676			JAN 29 2009	2009										354							WOS:000262852200037		
J	Hartnoll, Sean A.; Kovtun, Pavel K.; Mueller, Markus; Sachdev, Subir								Theory of the Nernst effect near quantum phase transitions in condensed matter and in dyonic black holes								PHYSICAL REVIEW B				76	14					144502	10.1103/PhysRevB.76.144502			OCT 2007	2007										351							WOS:000250620300085		
J	Yi, Ming; Lu, Donghui; Chu, Jiun-Haw; Analytis, James G.; Sorini, Adam P.; Kemper, Alexander F.; Moritz, Brian; Mo, Sung-Kwan; Moore, Rob G.; Hashimoto, Makoto; Lee, Wei-Sheng; Hussain, Zahid; Devereaux, Thomas P.; Fisher, Ian R.; Shen, Zhi-Xun								Symmetry-breaking orbital anisotropy observed for detwinned Ba(Fe1-xCox)(2)As-2 above the spin density wave transition								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				108	17			6878	6883		10.1073/pnas.1015572108			APR 26 2011	2011										341							WOS:000289888500040		
J	Hinkov, V.; Haug, D.; Fauque, B.; Bourges, P.; Sidis, Y.; Ivanov, A.; Bernhard, C.; Lin, C. T.; Keimer, B.								Electronic liquid crystal state in the high-temperature superconductor YBa2Cu3O6.45								SCIENCE				319	5863			597	600		10.1126/science.1152309			FEB 1 2008	2008										340							WOS:000252772000034		
J	Fradkin, Eduardo; Kivelson, Steven A.; Lawler, Michael J.; Eisenstein, James P.; Mackenzie, Andrew P.								Nematic Fermi Fluids in Condensed Matter Physics								Annual Review of Condensed Matter Physics				1				153	178		10.1146/annurev-conmatphys-070909-103925			2010	2010										336							WOS:000281964000008		
J	Comin, R.; Frano, A.; Yee, M. M.; Yoshida, Y.; Eisaki, H.; Schierle, E.; Weschke, E.; Sutarto, R.; He, F.; Soumyanarayanan, A.; He, Yang; Le Tacon, M.; Elfimov, I. S.; Hoffman, Jennifer E.; Sawatzky, G. A.; Keimer, B.; Damascelli, A.								Charge Order Driven by Fermi-Arc Instability in Bi2Sr2-xLaxCuO6+delta								SCIENCE				343	6169			390	392		10.1126/science.1242996			JAN 24 2014	2014										321							WOS:000330039300040		
J	Lawler, M. J.; Fujita, K.; Lee, Jhinhwan; Schmidt, A. R.; Kohsaka, Y.; Kim, Chung Koo; Eisaki, H.; Uchida, S.; Davis, J. C.; Sethna, J. P.; Kim, Eun-Ah								Intra-unit-cell electronic nematicity of the high-T-c copper-oxide pseudogap states								NATURE				466	7304			347	351		10.1038/nature09169			JUL 15 2010	2010										318							WOS:000279867100044		
J	Armitage, N. P.; Fournier, P.; Greene, R. L.								Progress and perspectives on electron-doped cuprates								REVIEWS OF MODERN PHYSICS				82	3			2421	2487		10.1103/RevModPhys.82.2421			SEP 10 2010	2010										312							WOS:000281740600001		
J	da Silva Neto, Eduardo H.; Aynajian, Pegor; Frano, Alex; Comin, Riccardo; Schierle, Enrico; Weschke, Eugen; Gyenis, Andras; Wen, Jinsheng; Schneeloch, John; Xu, Zhijun; Ono, Shimpei; Gu, Genda; Le Tacon, Mathieu; Yazdani, Ali								Ubiquitous Interplay Between Charge Ordering and High-Temperature Superconductivity in Cuprates								SCIENCE				343	6169			393	396		10.1126/science.1243479			JAN 24 2014	2014										310							WOS:000330039300041		
J	Vojta, Matthias								Lattice symmetry breaking in cuprate superconductors: stripes, nematics, and superconductivity								ADVANCES IN PHYSICS				58	6			699	820		10.1080/00018730903122242			2009	2009										301							WOS:000272136100003		
J	Huefner, S.; Hossain, M. A.; Damascelli, A.; Sawatzky, G. A.								Two gaps make a high-temperature superconductor?								REPORTS ON PROGRESS IN PHYSICS				71	6					062501	10.1088/0034-4885/71/6/062501			JUN 2008	2008										293							WOS:000256544200001		
J	Bollinger, A. T.; Dubuis, G.; Yoon, J.; Pavuna, D.; Misewich, J.; Bozovic, I.								Superconductor-insulator transition in La2-xSrxCuO4 at the pair quantum resistance								NATURE				472	7344			458	460		10.1038/nature09998			APR 28 2011	2011										291							WOS:000289949600031		
J	Kasahara, S.; Shi, H. J.; Hashimoto, K.; Tonegawa, S.; Mizukami, Y.; Shibauchi, T.; Sugimoto, K.; Fukuda, T.; Terashima, T.; Nevidomskyy, Andriy H.; Matsuda, Y.								Electronic nematicity above the structural and superconducting transition in BaFe2(As1-xPx)(2)								NATURE				486	7403			382	385		10.1038/nature11178			JUN 21 2012	2012										290							WOS:000305466800039		
J	Sachdev, Subir								Quantum magnetism and criticality								NATURE PHYSICS				4	3			173	185		10.1038/nphys894			MAR 2008	2008										284							WOS:000254559900009		
J	Vafek, Oskar; Vishwanath, Ashvin								Dirac Fermions in Solids: From High-T-c Cuprates and Graphene to Topological Insulators and Weyl Semimetals								Annual Review of Condensed Matter Physics				5				83	112		10.1146/annurev-conmatphys-031113-133841			2014	2014										269							WOS:000337270800005		
J	Fradkin, Eduardo; Kivelson, Steven A.; Tranquada, John M.								Colloquium: Theory of intertwined orders in high temperature superconductors								REVIEWS OF MODERN PHYSICS				87	2			457	482		10.1103/RevModPhys.87.457			MAY 26 2015	2015										268							WOS:000355105300001		
J	Chu, Jiun-Haw; Kuo, Hsueh-Hui; Analytis, James G.; Fisher, Ian R.								Divergent Nematic Susceptibility in an Iron Arsenide Superconductor								SCIENCE				337	6095			710	712		10.1126/science.1221713			AUG 10 2012	2012										255							WOS:000307354500048		
J	Si, Qimiao; Steglich, Frank								Heavy Fermions and Quantum Phase Transitions								SCIENCE				329	5996			1161	1166		10.1126/science.1191195			SEP 3 2010	2010										253							WOS:000281485600024		
J	Metlitski, Max A.; Sachdev, Subir								Quantum phase transitions of metals in two spatial dimensions. II. Spin density wave order								PHYSICAL REVIEW B				82	7					075128	10.1103/PhysRevB.82.075128			AUG 16 2010	2010										250							WOS:000280962000002		
J	Xi, Xiaoxiang; Zhao, Liang; Wang, Zefang; Berger, Helmuth; Forro, Laszlo; Shan, Jie; Mak, Kin Fai								Strongly enhanced charge-density-wave order in monolayer NbSe2								NATURE NANOTECHNOLOGY				10	9			765	+		10.1038/NNANO.2015.143			SEP 2015	2015										233							WOS:000360932000011		
