IDENTIFICADORES DE AUTOR: (0000-0001-9102-4259)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Efficient iterative schemes for ab initio total-energy calculations using a plane-wave basis set","Kresse, G; Furthmuller, J","","","","PHYSICAL REVIEW B","OCT 15 1996","1996","54","16","","","","11169","11186","","10.1103/PhysRevB.54.11169","","","44340","1847.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","40","97","165","243","321","430","599","712","902","1080","1320","1683","1894","2219","2580","2869","3530","3944","4513","5066","5845","4274","0"
"From ultrasoft pseudopotentials to the projector augmented-wave method","Kresse, G; Joubert, D","","","","PHYSICAL REVIEW B","JAN 15 1999","1999","59","3","","","","1758","1775","","10.1103/PhysRevB.59.1758","","","32813","1562.52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","23","42","79","143","257","409","597","745","1103","1310","1557","1793","2107","2271","2681","3046","3439","3876","4244","3086","0"
"Efficiency of ab-initio total energy calculations for metals and semiconductors using a plane-wave basis set","Kresse, G; Furthmuller, J","","","","COMPUTATIONAL MATERIALS SCIENCE","JUL 1996","1996","6","1","","","","15","50","","10.1016/0927-0256(96)00008-0","","","28117","1171.54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","58","111","155","213","304","365","521","550","659","831","985","1206","1282","1386","1589","1661","2067","2344","2646","3092","3503","2569","0"
"ABINITIO MOLECULAR-DYNAMICS FOR LIQUID-METALS","KRESSE, G; HAFNER, J","","","","PHYSICAL REVIEW B","JAN 1 1993","1993","47","1","","","","558","561","","10.1103/PhysRevB.47.558","","","20872","773.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","9","16","14","39","76","110","154","235","326","429","509","576","640","740","918","986","1124","1238","1370","1630","1779","2000","2068","2296","1579","0"
"AB-INITIO MOLECULAR-DYNAMICS SIMULATION OF THE LIQUID-METAL AMORPHOUS-SEMICONDUCTOR TRANSITION IN GERMANIUM","KRESSE, G; HAFNER, J","","","","PHYSICAL REVIEW B","MAY 15 1994","1994","49","20","","","","14251","14269","","10.1103/PhysRevB.49.14251","","","10741","413.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","16","39","20","37","69","73","110","140","154","216","258","260","334","369","483","491","532","592","698","792","935","998","1090","1174","858","0"
"AB-INITIO MOLECULAR-DYNAMICS FOR OPEN-SHELL TRANSITION-METALS","KRESSE, G; HAFNER, J","","","","PHYSICAL REVIEW B","NOV 1 1993","1993","48","17","","","","13115","13118","","10.1103/PhysRevB.48.13115","","","4016","148.74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","9","17","7","16","13","17","27","38","56","78","95","100","140","160","189","216","227","232","283","314","321","361","377","395","322","0"
"NORM-CONSERVING AND ULTRASOFT PSEUDOPOTENTIALS FOR FIRST-ROW AND TRANSITION-ELEMENTS","KRESSE, G; HAFNER, J","","","","JOURNAL OF PHYSICS-CONDENSED MATTER","OCT 3 1994","1994","6","40","","","","8245","8257","","10.1088/0953-8984/6/40/015","","","2974","114.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","13","13","33","66","83","126","156","181","202","190","182","170","187","164","146","153","129","124","115","98","124","113","118","83","0"
"Linear optical properties in the projector-augmented wave methodology","Gajdos, M; Hummer, K; Kresse, G; Furthmuller, J; Bechstedt, F","","","","PHYSICAL REVIEW B","JAN 2006","2006","73","4","","","","","","045112","10.1103/PhysRevB.73.045112","","","1186","84.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","9","12","29","45","63","94","99","132","154","178","217","145","0"
"Screened hybrid density functionals applied to solids","Paier, J; Marsman, M; Hummer, K; Kresse, G; Gerber, IC; Angyan, JG","","","","JOURNAL OF CHEMICAL PHYSICS","APR 21 2006","2006","124","15","","","","","","154709","10.1063/1.2187006","","","1178","84.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","25","31","41","52","84","83","91","107","133","134","133","162","94","0"
"First-principles calculations for point defects in solids","Freysoldt, Christoph; Grabowski, Blazej; Hickel, Tilmann; Neugebauer, Joerg; Kresse, Georg; Janotti, Anderson; Van de Walle, Chris G.","","","","REVIEWS OF MODERN PHYSICS","MAR 28 2014","2014","86","1","","","","","","","10.1103/RevModPhys.86.253","","","731","121.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","92","122","184","182","131","0"
