IDENTIFICADORES DE AUTOR: (A-6118-2008)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Metamaterial electromagnetic cloak at microwave frequencies","Schurig, D.; Mock, J. J.; Justice, B. J.; Cummer, S. A.; Pendry, J. B.; Starr, A. F.; Smith, D. R.","","","","SCIENCE","NOV 10 2006","2006","314","5801","","","","977","980","","10.1126/science.1133628","","","4434","316.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","270","297","321","329","395","403","399","403","449","400","432","237","0"
"Full-wave simulations of electromagnetic cloaking structures","Cummer, Steven A.; Popa, Bogdan-Ioan; Schurig, David; Smith, David R.; Pendry, John","","","","PHYSICAL REVIEW E","SEP 2006","2006","74","3","2","","","","","036621","10.1103/PhysRevE.74.036621","","","618","44.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","28","112","88","67","53","59","51","32","35","34","23","20","15","0"
"One path to acoustic cloaking","Cummer, Steven A.; Schurig, David","","","","NEW JOURNAL OF PHYSICS","MAR 2 2007","2007","9","","","","","","","45","10.1088/1367-2630/9/3/045","","","579","44.54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","37","32","40","50","62","37","55","41","56","48","68","46","0"
"Design of electromagnetic cloaks and concentrators using form-invariant coordinate transformations of Maxwell's equations","Rahm, Marco; Schurig, David; Roberts, Daniel A.; Cummer, Steven A.; Smith, David R.; Pendry, John B.","","","","PHOTONICS AND NANOSTRUCTURES-FUNDAMENTALS AND APPLICATIONS","APR 2008","2008","6","1","","","","87","95","","10.1016/j.photonics.2007.07.013","7th International Symposium on Photonic and Electromagnetic Crystal Structures (PECS-VII)","APR 08-11, 2007","547","45.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","61","77","51","53","57","46","49","38","25","31","20","0"
"Optical design of reflectionless complex media by finite embedded coordinate transformations","Rahm, Marco; Cummer, Steven A.; Schurig, David; Pendry, John B.; Smith, David R.","","","","PHYSICAL REVIEW LETTERS","FEB 15 2008","2008","100","6","","","","","","063903","10.1103/PhysRevLett.100.063903","","","366","30.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","45","44","44","44","36","28","24","25","22","16","7","0"
"Controlling sound with acoustic metamaterials","Cummer, Steven A.; Christensen, Johan; Alu, Andrea","","","","NATURE REVIEWS MATERIALS","MAR 2016","2016","1","3","","","","","","16001","10.1038/natrevmats.2016.1","","","344","86.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","77","127","110","0"
"Scattering theory derivation of a 3D acoustic cloaking shell","Cummer, Steven A.; Popa, Bogdan-Ioan; Schurig, David; Smith, David R.; Pendry, John; Rahm, Marco; Starr, Anthony","","","","PHYSICAL REVIEW LETTERS","JAN 18 2008","2008","100","2","","","","","","024301","10.1103/PhysRevLett.100.024301","","","314","26.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","30","28","33","37","25","32","16","28","24","24","19","0"
"Experimental demonstration of electromagnetic tunneling through an epsilon-near-zero metamaterial at microwave frequencies","Liu, Ruopeng; Cheng, Qiang; Hand, Thomas; Mock, Jack J.; Cui, Tie Jun; Cummer, Steven A.; Smith, David R.","","","","PHYSICAL REVIEW LETTERS","JAN 18 2008","2008","100","2","","","","","","023903","10.1103/PhysRevLett.100.023903","","","305","25.42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","14","22","20","29","40","44","30","32","24","25","14","0"
"Wavefront modulation and subwavelength diffractive acoustics with an acoustic metasurface","Xie, Yangbo; Wang, Wenqi; Chen, Huanyang; Konneker, Adam; Popa, Bogdan-Ioan; Cummer, Steven A.","","","","NATURE COMMUNICATIONS","NOV 2014","2014","5","","","","","","","5553","10.1038/ncomms6553","","","240","40.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","46","39","74","66","0"
"Experimental Acoustic Ground Cloak in Air","Popa, Bogdan-Ioan; Zigoneanu, Lucian; Cummer, Steven A.","","","","PHYSICAL REVIEW LETTERS","JUN 22 2011","2011","106","25","","","","","","253901","10.1103/PhysRevLett.106.253901","","","228","25.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","19","30","37","22","31","30","28","29","0"
