IDENTIFICADORES DE AUTOR: (B-3133-2013)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Ultra-high-Q toroid microcavity on a chip","Armani, DK; Kippenberg, TJ; Spillane, SM; Vahala, KJ","","","","NATURE","FEB 27 2003","2003","421","6926","","","","925","928","","10.1038/nature01371","","","1417","83.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","45","53","57","77","63","88","100","91","116","122","113","113","111","109","101","45","0"
"Cavity optomechanics: Back-action at the mesoscale","Kippenberg, T. J.; Vahala, K. J.","","","","SCIENCE","AUG 29 2008","2008","321","5893","","","","1172","1176","","10.1126/science.1156032","","","1151","95.92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","45","78","103","154","155","136","142","90","96","101","46","0"
"Optical frequency comb generation from a monolithic microresonator","Del'Haye, P.; Schliesser, A.; Arcizet, O.; Wilken, T.; Holzwarth, R.; Kippenberg, T. J.","","","","NATURE","DEC 20 2007","2007","450","7173","","","","1214","1217","","10.1038/nature06401","","","1012","77.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","14","31","39","39","73","80","107","120","145","144","138","81","0"
"Microresonator-Based Optical Frequency Combs","Kippenberg, T. J.; Holzwarth, R.; Diddams, S. A.","","","","SCIENCE","APR 29 2011","2011","332","6029","","","","555","559","","10.1126/science.1193968","","","983","109.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","74","87","108","109","166","170","173","82","0"
"Optomechanically Induced Transparency","Weis, Stefan; Riviere, Remi; Deleglise, Samuel; Gavartin, Emanuel; Arcizet, Olivier; Schliesser, Albert; Kippenberg, Tobias J.","","","","SCIENCE","DEC 10 2010","2010","330","6010","","","","1520","1523","","10.1126/science.1195596","","","782","78.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","58","95","95","96","99","100","123","87","0"
"Ultralow-threshold Raman laser using a spherical dielectric microcavity","Spillane, SM; Kippenberg, TJ; Vahala, KJ","","","","NATURE","FEB 7 2002","2002","415","6872","","","","621","623","","10.1038/415621a","","","742","41.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","30","41","53","33","43","35","41","33","51","32","53","52","53","57","60","47","23","0"
"Theory of ground state cooling of a mechanical oscillator using dynamical backaction","Wilson-Rae, I.; Nooshi, N.; Zwerger, W.; Kippenberg, T. J.","","","","PHYSICAL REVIEW LETTERS","AUG 31 2007","2007","99","9","","","","","","093901","10.1103/PhysRevLett.99.093901","","","565","43.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","39","35","38","53","56","68","43","62","62","37","38","29","1"
"Observation of strong coupling between one atom and a monolithic microresonator","Aoki, Takao; Dayan, Barak; Wilcut, E.; Bowen, W. P.; Parkins, A. S.; Kippenberg, T. J.; Vahala, K. J.; Kimble, H. J.","","","","NATURE","OCT 12 2006","2006","443","7112","","","","671","674","","10.1038/nature05147","","","505","36.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","27","35","46","42","54","43","38","43","34","38","45","37","21","0"
"Cavity opto-mechanics","Kippenberg, Tobias J.; Vahala, Kerry J.","","","","OPTICS EXPRESS","DEC 10 2007","2007","15","25","","","","17172","17205","","10.1364/OE.15.017172","","","481","37.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","28","27","41","62","47","57","54","45","35","40","27","0"
"Analysis of radiation-pressure induced mechanical oscillation of an optical microcavity","Kippenberg, TJ; Rokhsari, H; Carmon, T; Scherer, A; Vahala, KJ","","","","PHYSICAL REVIEW LETTERS","JUL 15 2005","2005","95","3","","","","","","033901","10.1103/PhysRevLett.95.033901","","","463","30.87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","25","27","34","30","35","36","42","45","42","49","36","34","18","0"
