AUTHOR IDENTIFIERS: (E-4710-2012)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Experimental verification of a negative index of refraction","Shelby, RA; Smith, DR; Schultz, S","","","","SCIENCE","APR 6 2001","2001","292","5514","","","","77","79","","10.1126/science.1058847","","","5863","308.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","76","149","202","313","376","454","355","340","295","374","417","418","382","358","392","377","359","218","0"
"Composite medium with simultaneously negative permeability and permittivity","Smith, DR; Padilla, WJ; Vier, DC; Nemat-Nasser, SC; Schultz, S","","","","PHYSICAL REVIEW LETTERS","MAY 1 2000","2000","84","18","","","","4184","4187","","10.1103/PhysRevLett.84.4184","","","5581","279.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","22","81","145","164","276","311","388","378","417","335","355","382","372","393","324","350","380","318","184","0"
"Controlling electromagnetic fields","Pendry, JB; Schurig, D; Smith, DR","","","","SCIENCE","JUN 23 2006","2006","312","5781","","","","1780","1782","","10.1126/science.1125907","","","5307","379.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","102","300","362","390","425","480","508","496","517","547","454","457","250","0"
"Metamaterial electromagnetic cloak at microwave frequencies","Schurig, D.; Mock, J. J.; Justice, B. J.; Cummer, S. A.; Pendry, J. B.; Starr, A. F.; Smith, D. R.","","","","SCIENCE","NOV 10 2006","2006","314","5801","","","","977","980","","10.1126/science.1133628","","","4434","316.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","270","297","321","329","395","403","399","403","449","400","432","237","0"
"Perfect metamaterial absorber","Landy, N. I.; Sajuyigbe, S.; Mock, J. J.; Smith, D. R.; Padilla, W. J.","","","","PHYSICAL REVIEW LETTERS","MAY 23 2008","2008","100","20","","","","","","207402","10.1103/PhysRevLett.100.207402","","","2821","235.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","38","65","87","141","219","286","347","404","423","492","310","0"
"Metamaterials and negative refractive index","Smith, DR; Pendry, JB; Wiltshire, MCK","","","","SCIENCE","AUG 6 2004","2004","305","5685","","","","788","792","","10.1126/science.1096796","","","2352","147.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","35","76","102","110","150","121","127","166","175","183","209","234","253","233","176","0"
"Determination of effective permittivity and permeability of metamaterials from reflection and transmission coefficients","Smith, DR; Schultz, S; Markos, P; Soukoulis, CM","","","","PHYSICAL REVIEW B","MAY 15 2002","2002","65","19","","","","","","195104","10.1103/PhysRevB.65.195104","","","1792","99.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","19","24","42","58","104","106","139","126","145","155","144","138","117","142","114","129","86","0"
"Electromagnetic parameter retrieval from inhomogeneous metamaterials","Smith, DR; Vier, DC; Koschny, T; Soukoulis, CM","","","","PHYSICAL REVIEW E","MAR 2005","2005","71","3","2","","","","","036617","10.1103/PhysRevE.71.036617","","","1443","96.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","18","35","50","79","73","98","107","120","126","125","149","152","191","119","0"
"Shape effects in plasmon resonance of individual colloidal silver nanoparticles","Mock, JJ; Barbic, M; Smith, DR; Schultz, DA; Schultz, S","","","","JOURNAL OF CHEMICAL PHYSICS","APR 15 2002","2002","116","15","","","","6755","6759","","10.1063/1.1462610","","","1252","69.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","18","16","39","55","58","78","82","80","101","98","104","100","81","124","74","84","54","0"
"Interparticle coupling effects on plasmon resonances of nanogold particles","Su, KH; Wei, QH; Zhang, X; Mock, JJ; Smith, DR; Schultz, S","","","","NANO LETTERS","AUG 2003","2003","3","8","","","","1087","1090","","10.1021/nl034197f","","","1154","67.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","34","44","49","72","91","97","92","99","109","101","87","89","62","64","43","0"
