PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Brunner, Nicolas; Cavalcanti, Daniel; Pironio, Stefano; Scarani, Valerio; Wehner, Stephanie								Bell nonlocality								REVIEWS OF MODERN PHYSICS				86	2						10.1103/RevModPhys.86.419			APR 18 2014	2014										678							WOS:000335229000001		
J	Georgescu, I. M.; Ashhab, S.; Nori, Franco								Quantum simulation								REVIEWS OF MODERN PHYSICS				86	1			153	185		10.1103/RevModPhys.86.153			MAR 10 2014	2014										641							WOS:000334223800001		
J	Lanyon, B. P.; Barbieri, M.; Almeida, M. P.; White, A. G.								Experimental Quantum Computing without Entanglement								PHYSICAL REVIEW LETTERS				101	20					200501	10.1103/PhysRevLett.101.200501			NOV 14 2008	2008										628							WOS:000260936100005		
J	Jelezko, F; Gaebel, T; Popa, I; Gruber, A; Wrachtrup, J								Observation of coherent oscillations in a single electron spin								PHYSICAL REVIEW LETTERS				92	7					076401	10.1103/PhysRevLett.92.076401			FEB 20 2004	2004										627							WOS:000189139500044		
J	Marsili, F.; Verma, V. B.; Stern, J. A.; Harrington, S.; Lita, A. E.; Gerrits, T.; Vayshenker, I.; Baek, B.; Shaw, M. D.; Mirin, R. P.; Nam, S. W.								Detecting single infrared photons with 93% system efficiency								NATURE PHOTONICS				7	3			210	214		10.1038/NPHOTON.2013.13			MAR 2013	2013										587							WOS:000316154700014		
J	Lu, Wei; Lieber, Charles M.								Semiconductor nanowires								JOURNAL OF PHYSICS D-APPLIED PHYSICS				39	21			R387	R406		10.1088/0022-3727/39/21/R01			NOV 7 2006	2006										580							WOS:000242476000001		
J	Blatt, R.; Roos, C. F.								Quantum simulations with trapped ions								NATURE PHYSICS				8	4			277	284		10.1038/NPHYS2252			APR 2012	2012										577							WOS:000302557600012		
J	Vandersypen, LMK; Chuang, IL								NMR techniques for quantum control and computation								REVIEWS OF MODERN PHYSICS				76	4			1037	1069		10.1103/RevModPhys.76.1037			OCT 2004	2004										568							WOS:000228244500002		
J	Eisaman, M. D.; Fan, J.; Migdall, A.; Polyakov, S. V.								Invited Review Article: Single-photon sources and detectors								REVIEW OF SCIENTIFIC INSTRUMENTS				82	7					071101	10.1063/1.3610677			JUL 2011	2011										558							WOS:000293498400001		
J	Franke-Arnold, Sonja; Allen, Les; Padgett, Miles								Advances in optical angular momentum								LASER & PHOTONICS REVIEWS				2	4			299	313		10.1002/lpor.200810007			AUG 2008	2008										519							WOS:000258640200006		
J	Pan, Jian-Wei; Chen, Zeng-Bing; Lu, Chao-Yang; Weinfurter, Harald; Zeilinger, Anton; Zukowski, Marek								Multiphoton entanglement and interferometry								REVIEWS OF MODERN PHYSICS				84	2						10.1103/RevModPhys.84.777			MAY 11 2012	2012										513							WOS:000303909700003		
J	Yang, Yuanmu; Wang, Wenyi; Moitra, Parikshit; Kravchenko, Ivan I.; Briggs, Dayrl P.; Valentine, Jason								Dielectric Meta-Reflectarray for Broadband Linear Polarization Conversion and Optical Vortex Generation								NANO LETTERS				14	3			1394	1399		10.1021/nl4044482			MAR 2014	2014										495							WOS:000335720300046		
J	Biagioni, Paolo; Huang, Jer-Shing; Hecht, Bert								Nanoantennas for visible and infrared radiation								REPORTS ON PROGRESS IN PHYSICS				75	2					024402	10.1088/0034-4885/75/2/024402			FEB 2012	2012										487							WOS:000300011000003		
J	Mitchell, MW; Lundeen, JS; Steinberg, AM								Super-resolving phase measurements with a multiphoton entangled state								NATURE				429	6988			161	164		10.1038/nature02493			MAY 13 2004	2004										483							WOS:000221356300035		
J	Weiss, Nathan O.; Zhou, Hailong; Liao, Lei; Liu, Yuan; Jiang, Shan; Huang, Yu; Duan, Xiangfeng								Graphene: An Emerging Electronic Material								ADVANCED MATERIALS				24	43			5782	5825		10.1002/adma.201201482			NOV 14 2012	2012										471							WOS:000310876700001		
J	Nemoto, K; Munro, WJ								Nearly deterministic linear optical controlled-NOT gate								PHYSICAL REVIEW LETTERS				93	25					250502	10.1103/PhysRevLett.93.250502			DEC 17 2004	2004										470							WOS:000225785200010		
J	Jelezko, F; Gaebel, T; Popa, I; Domhan, M; Gruber, A; Wrachtrup, J								Observation of coherent oscillation of a single nuclear spin and realization of a two-qubit conditional quantum gate								PHYSICAL REVIEW LETTERS				93	13					130501	10.1103/PhysRevLett.93.130501			SEP 24 2004	2004										470							WOS:000224131400010		
J	Barreiro, Julio T.; Mueller, Markus; Schindler, Philipp; Nigg, Daniel; Monz, Thomas; Chwalla, Michael; Hennrich, Markus; Roos, Christian F.; Zoller, Peter; Blatt, Rainer								An open-system quantum simulator with trapped ions								NATURE				470	7335			486	491		10.1038/nature09801			FEB 24 2011	2011										467							WOS:000287652900032		
J	Neumann, P.; Mizuochi, N.; Rempp, F.; Hemmer, P.; Watanabe, H.; Yamasaki, S.; Jacques, V.; Gaebel, T.; Jelezko, F.; Wrachtrup, J.								Multipartite entanglement among single spins in diamond								SCIENCE				320	5881			1326	1329		10.1126/science.1157233			JUN 6 2008	2008										466							WOS:000256441100041		
J	Brif, Constantin; Chakrabarti, Raj; Rabitz, Herschel								Control of quantum phenomena: past, present and future								NEW JOURNAL OF PHYSICS				12						075008	10.1088/1367-2630/12/7/075008			JUL 8 2010	2010										464							WOS:000279880800004		
J	Dolde, F.; Fedder, H.; Doherty, M. W.; Noebauer, T.; Rempp, F.; Balasubramanian, G.; Wolf, T.; Reinhard, F.; Hollenberg, L. C. L.; Jelezko, F.; Wrachtrup, J.								Electric-field sensing using single diamond spins								NATURE PHYSICS				7	6			459	463		10.1038/NPHYS1969			JUN 2011	2011										462							WOS:000291146500011		
J	Haffner, H.; Roos, C. F.; Blatt, R.								Quantum computing with trapped ions								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				469	4			155	203		10.1016/j.physrep.2008.09.003			DEC 2008	2008										456							WOS:000261796200001		
J	Lvovsky, A. I.; Raymer, M. G.								Continuous-variable optical quantum-state tomography								REVIEWS OF MODERN PHYSICS				81	1			299	332		10.1103/RevModPhys.81.299			JAN-MAR 2009	2009										449							WOS:000264764600007		
J	Zwanenburg, Floris A.; Dzurak, Andrew S.; Morello, Andrea; Simmons, Michelle Y.; Hollenberg, Lloyd C. L.; Klimeck, Gerhard; Rogge, Sven; Coppersmith, Susan N.; Eriksson, Mark A.								Silicon quantum electronics								REVIEWS OF MODERN PHYSICS				85	3			961	1019		10.1103/RevModPhys.85.961			JUL 10 2013	2013										446							WOS:000321758600001		
J	Willner, A. E.; Huang, H.; Yan, Y.; Ren, Y.; Ahmed, N.; Xie, G.; Bao, C.; Li, L.; Cao, Y.; Zhao, Z.; Wang, J.; Lavery, M. P. J.; Tur, M.; Ramachandran, S.; Molisch, A. F.; Ashrafi, N.; Ashrafi, S.								Optical communications using orbital angular momentum beams								ADVANCES IN OPTICS AND PHOTONICS				7	1			66	106		10.1364/AOP.7.000066			MAR 2015	2015										432							WOS:000353683900002		
J	Lodahl, Peter; Mahmoodian, Sahand; Stobbe, Soren								Interfacing single photons and single quantum dots with photonic nanostructures								REVIEWS OF MODERN PHYSICS				87	2			347	400		10.1103/RevModPhys.87.347			MAY 11 2015	2015										430							WOS:000354347800001		
J	Bernien, H.; Hensen, B.; Pfaff, W.; Koolstra, G.; Blok, M. S.; Robledo, L.; Taminiau, T. H.; Markham, M.; Twitchen, D. J.; Childress, L.; Hanson, R.								Heralded entanglement between solid-state qubits separated by three metres								NATURE				497	7447			86	90		10.1038/nature12016			MAY 2 2013	2013										430							WOS:000318221500038		
J	Barreiro, JT; Langford, NK; Peters, NA; Kwiat, PG								Generation of hyperentangled photon pairs								PHYSICAL REVIEW LETTERS				95	26					260501	10.1103/PhysRevLett.95.260501			DEC 31 2005	2005										429							WOS:000234337900008		
J	Isenhower, L.; Urban, E.; Zhang, X. L.; Gill, A. T.; Henage, T.; Johnson, T. A.; Walker, T. G.; Saffman, M.								Demonstration of a Neutral Atom Controlled-NOT Quantum Gate								PHYSICAL REVIEW LETTERS				104	1					010503	10.1103/PhysRevLett.104.010503			JAN 8 2010	2010										422							WOS:000273881900004		
J	Maurer, P. C.; Kucsko, G.; Latta, C.; Jiang, L.; Yao, N. Y.; Bennett, S. D.; Pastawski, F.; Hunger, D.; Chisholm, N.; Markham, M.; Twitchen, D. J.; Cirac, J. I.; Lukin, M. D.								Room-Temperature Quantum Bit Memory Exceeding One Second								SCIENCE				336	6086			1283	1286		10.1126/science.1220513			JUN 8 2012	2012										421							WOS:000304905300040		
J	Weitenberg, Christof; Endres, Manuel; Sherson, Jacob F.; Cheneau, Marc; Schauss, Peter; Fukuhara, Takeshi; Bloch, Immanuel; Kuhr, Stefan								Single-spin addressing in an atomic Mott insulator								NATURE				471	7338			319	+		10.1038/nature09827			MAR 17 2011	2011										418							WOS:000288444000033		
J	Clemente-Juan, Juan M.; Coronado, Eugenio; Gaita-Arino, Alejandro								Magnetic polyoxometalates: from molecular magnetism to molecular spintronics and quantum computing								CHEMICAL SOCIETY REVIEWS				41	22			7464	7478		10.1039/c2cs35205b			2012	2012										417							WOS:000310068300008		
J	Sugioka, Koji; Cheng, Ya								Ultrafast lasers-reliable tools for advanced materials processing								LIGHT-SCIENCE & APPLICATIONS				3						e149	10.1038/lsa.2014.30			APR 2014	2014										406							WOS:000336902100001		
J	Morello, Andrea; Pla, Jarryd J.; Zwanenburg, Floris A.; Chan, Kok W.; Tan, Kuan Y.; Huebl, Hans; Mottonen, Mikko; Nugroho, Christopher D.; Yang, Changyi; van Donkelaar, Jessica A.; Alves, Andrew D. C.; Jamieson, David N.; Escott, Christopher C.; Hollenberg, Lloyd C. L.; Clark, Robert G.; Dzurak, Andrew S.								Single-shot readout of an electron spin in silicon								NATURE				467	7316			687	691		10.1038/nature09392			OCT 7 2010	2010										406							WOS:000282572500033		
J	Akselrod, Gleb M.; Argyropoulos, Christos; Hoang, Thang B.; Ciraci, Cristian; Fang, Chao; Huang, Jiani; Smith, David R.; Mikkelsen, Maiken H.								Probing the mechanisms of large Purcell enhancement in plasmonic nanoantennas								NATURE PHOTONICS				8	11			835	840		10.1038/NPHOTON.2014.228			NOV 2014	2014										397							WOS:000344840400010		
J	Lu, W; Xiang, J; Timko, BP; Wu, Y; Lieber, CM								One-dimensional hole gas in germanium/silicon nanowire heterostructures								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				102	29			10046	10051		10.1073/pnas.0504581102			JUL 19 2005	2005										380							WOS:000230665800013		
J	Sarovar, Mohan; Ishizaki, Akihito; Fleming, Graham R.; Whaley, K. Birgitta								Quantum entanglement in photosynthetic light-harvesting complexes								NATURE PHYSICS				6	6			462	467		10.1038/NPHYS1652			JUN 2010	2010										379							WOS:000279014400020		
J	Natarajan, Chandra M.; Tanner, Michael G.; Hadfield, Robert H.								Superconducting nanowire single-photon detectors: physics and applications								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				25	6					063001	10.1088/0953-2048/25/6/063001			JUN 2012	2012										374							WOS:000304048100003		
J	Longhi, Stefano								Quantum-optical analogies using photonic structures								LASER & PHOTONICS REVIEWS				3	3			243	261		10.1002/lpor.200810055			MAY 2009	2009										371							WOS:000266087600003		
J	Longdell, JJ; Fraval, E; Sellars, MJ; Manson, NB								Stopped light with storage times greater than one second using electromagnetically induced transparency in a solid								PHYSICAL REVIEW LETTERS				95	6					063601	10.1103/PhysRevLett.95.063601			AUG 5 2005	2005										369							WOS:000231017700027		
J	Spring, Justin B.; Metcalf, Benjamin J.; Humphreys, Peter C.; Kolthammer, W. Steven; Jin, Xian-Min; Barbieri, Marco; Datta, Animesh; Thomas-Peter, Nicholas; Langford, Nathan K.; Kundys, Dmytro; Gates, James C.; Smith, Brian J.; Smith, Peter G. R.; Walmsley, Ian A.								Boson Sampling on a Photonic Chip								SCIENCE				339	6121			798	801		10.1126/science.1231692			FEB 15 2013	2013										365							WOS:000314874400042		
J	Tyryshkin, Alexei M.; Tojo, Shinichi; Morton, John J. L.; Riemann, Helge; Abrosimov, Nikolai V.; Becker, Peter; Pohl, Hans-Joachim; Schenkel, Thomas; Thewalt, Michael L. W.; Itoh, Kohei M.; Lyon, S. A.								Electron spin coherence exceeding seconds in high-purity silicon								NATURE MATERIALS				11	2			143	147		10.1038/NMAT3182			FEB 2012	2012										356							WOS:000299428700014		
J	Gross, David; Liu, Yi-Kai; Flammia, Steven T.; Becker, Stephen; Eisert, Jens								Quantum State Tomography via Compressed Sensing								PHYSICAL REVIEW LETTERS				105	15					150401	10.1103/PhysRevLett.105.150401			OCT 4 2010	2010										356							WOS:000282426400001		
J	Aspuru-Guzik, Alan; Walther, Philip								Photonic quantum simulators								NATURE PHYSICS				8	4			285	291		10.1038/NPHYS2253			APR 2012	2012										353							WOS:000302557600013		
J	Nielsen, MA								Optical quantum computation using cluster states								PHYSICAL REVIEW LETTERS				93	4					040503	10.1103/PhysRevLett.93.040503			JUL 23 2004	2004										352							WOS:000222856400006		
J	Buluta, Iulia; Ashhab, Sahel; Nori, Franco								Natural and artificial atoms for quantum computation								REPORTS ON PROGRESS IN PHYSICS				74	10					104401	10.1088/0034-4885/74/10/104401			OCT 2011	2011										350							WOS:000295157600002		
J	Mamin, H. J.; Kim, M.; Sherwood, M. H.; Rettner, C. T.; Ohno, K.; Awschalom, D. D.; Rugar, D.								Nanoscale Nuclear Magnetic Resonance with a Nitrogen-Vacancy Spin Sensor								SCIENCE				339	6119			557	560		10.1126/science.1231540			FEB 1 2013	2013										349							WOS:000314270000053		
J	Awschalom, David D.; Bassett, Lee C.; Dzurak, Andrew S.; Hu, Evelyn L.; Petta, Jason R.								Quantum Spintronics: Engineering and Manipulating Atom-Like Spins in Semiconductors								SCIENCE				339	6124			1174	1179		10.1126/science.1231364			MAR 8 2013	2013										341							WOS:000315709900039		
J	Mosley, Peter J.; Lundeen, Jeff S.; Smith, Brian J.; Wasylczyk, Piotr; U'Ren, Alfred B.; Silberhorn, Christine; Walmsley, Ian A.								Heralded generation of ultrafast single photons in pure quantum states								PHYSICAL REVIEW LETTERS				100	13					133601	10.1103/PhysRevLett.100.133601			APR 4 2008	2008										340							WOS:000254670300033		
J	Aharonovich, Igor; Greentree, Andrew D.; Prawer, Steven								Diamond photonics								NATURE PHOTONICS				5	7			397	405		10.1038/NPHOTON.2011.54			JUL 2011	2011										335							WOS:000292240600013		
J	Cronenwett, SM; Lynch, HJ; Goldhaber-Gordon, D; Kouwenhoven, LP; Marcus, CM; Hirose, K; Wingreen, NS; Umansky, V								Low-temperature fate of the 0.7 structure in a point contact: A Kondo-like correlated state in an open system								PHYSICAL REVIEW LETTERS				88	22					226805	10.1103/PhysRevLett.88.226805			JUN 3 2002	2002										333							WOS:000175709100037		
J	Dowling, Jonathan P.								Quantum optical metrology - the lowdown on high-N00N states								CONTEMPORARY PHYSICS				49	2			125	143		10.1080/00107510802091298			2008	2008										332							WOS:000257343400003		
J	Maune, B. M.; Borselli, M. G.; Huang, B.; Ladd, T. D.; Deelman, P. W.; Holabird, K. S.; Kiselev, A. A.; Alvarado-Rodriguez, I.; Ross, R. S.; Schmitz, A. E.; Sokolich, M.; Watson, C. A.; Gyure, M. F.; Hunter, A. T.								Coherent singlet-triplet oscillations in a silicon-based double quantum dot								NATURE				481	7381			344	347		10.1038/nature10707			JAN 19 2012	2012										328							WOS:000299210600038		
J	Aharonovich, Igor; Englund, Dirk; Toth, Milos								Solid-state single-photon emitters								NATURE PHOTONICS				10	10			631	641		10.1038/NPHOTON.2016.186			OCT 2016	2016										327							WOS:000384951900008		
J	Fickler, Robert; Lapkiewicz, Radek; Plick, William N.; Krenn, Mario; Schaeff, Christoph; Ramelow, Sven; Zeilinger, Anton								Quantum Entanglement of High Angular Momenta								SCIENCE				338	6107			640	643		10.1126/science.1227193			NOV 2 2012	2012										327							WOS:000310516000046		
J	Wolf, M. M.; Eisert, J.; Cubitt, T. S.; Cirac, J. I.								Assessing Non-Markovian Quantum Dynamics								PHYSICAL REVIEW LETTERS				101	15					150402	10.1103/PhysRevLett.101.150402			OCT 10 2008	2008										327							WOS:000259965000002		
J	Rondin, L.; Tetienne, J-P; Hingant, T.; Roch, J-F; Maletinsky, P.; Jacques, V.								Magnetometry with nitrogen-vacancy defects in diamond								REPORTS ON PROGRESS IN PHYSICS				77	5					056503	10.1088/0034-4885/77/5/056503			MAY 2014	2014										325							WOS:000337351800003		
J	Dixon, P. Ben; Starling, David J.; Jordan, Andrew N.; Howell, John C.								Ultrasensitive Beam Deflection Measurement via Interferometric Weak Value Amplification								PHYSICAL REVIEW LETTERS				102	17					173601	10.1103/PhysRevLett.102.173601			MAY 1 2009	2009										322							WOS:000265948300018		
J	Segev, Mordechai; Silberberg, Yaron; Christodoulides, Demetrios N.								Anderson localization of light								NATURE PHOTONICS				7	3			197	204		10.1038/NPHOTON.2013.30			MAR 2013	2013										320							WOS:000316154700012		
J	Desyatnikov, AS; Kivshar, YS; Torner, L								Optical vortices and vortex solitons								Progress in Optics				47				291	391		10.1016/S0079-6638(05)47006-7			2005	2005										320							WOS:000234112300005		
J	Andrews, R. W.; Peterson, R. W.; Purdy, T. P.; Cicak, K.; Simmonds, R. W.; Regal, C. A.; Lehnert, K. W.								Bidirectional and efficient conversion between microwave and optical light								NATURE PHYSICS				10	4			321	326		10.1038/NPHYS2911			APR 2014	2014										318							WOS:000334068200021		
J	Filler, MA; Bent, SF								The surface as molecular reagent: organic chemistry at the semiconductor interface								PROGRESS IN SURFACE SCIENCE				73	1-3			1	56		10.1016/S0079-6816(03)00035-2			SEP 2003	2003										316							WOS:000185414300001		
J	Neumann, Philipp; Beck, Johannes; Steiner, Matthias; Rempp, Florian; Fedder, Helmut; Hemmer, Philip R.; Wrachtrup, Joerg; Jelezko, Fedor								Single-Shot Readout of a Single Nuclear Spin								SCIENCE				329	5991			542	544		10.1126/science.1189075			JUL 30 2010	2010										314							WOS:000280483500029		
J	Somaschi, N.; Giesz, V.; De Santis, L.; Loredo, J. C.; Almeida, M. P.; Hornecker, G.; Portalupi, S. L.; Grange, T.; Anton, C.; Demory, J.; Gomez, C.; Sagnes, I.; Lanzillotti-Kimura, N. D.; Lemaitre, A.; Auffeves, A.; White, A. G.; Lanco, L.; Senellart, P.								Near-optimal single-photon sources in the solid state								NATURE PHOTONICS				10	5			340	345		10.1038/NPHOTON.2016.23			MAY 2016	2016										312							WOS:000374980100017		
J	Robledo, Lucio; Childress, Lilian; Bernien, Hannes; Hensen, Bas; Alkemade, Paul F. A.; Hanson, Ronald								High-fidelity projective read-out of a solid-state spin quantum register								NATURE				477	7366			574	578		10.1038/nature10401			SEP 29 2011	2011										312							WOS:000295320900036		
J	Crespi, Andrea; Osellame, Roberto; Ramponi, Roberta; Brod, Daniel J.; Galvao, Ernesto F.; Spagnolo, Nicolo; Vitelli, Chiara; Maiorino, Enrico; Mataloni, Paolo; Sciarrino, Fabio								Integrated multimode interferometers with arbitrary designs for photonic boson sampling								NATURE PHOTONICS				7	7			545	549		10.1038/NPHOTON.2013.112			JUL 2013	2013										311							WOS:000320988900015		
J	Broome, Matthew A.; Fedrizzi, Alessandro; Rahimi-Keshari, Saleh; Dove, Justin; Aaronson, Scott; Ralph, Timothy C.; White, Andrew G.								Photonic Boson Sampling in a Tunable Circuit								SCIENCE				339	6121			794	798		10.1126/science.1231440			FEB 15 2013	2013										310							WOS:000314874400041		
J	Sansoni, Linda; Sciarrino, Fabio; Vallone, Giuseppe; Mataloni, Paolo; Crespi, Andrea; Ramponi, Roberta; Osellame, Roberto								Two-Particle Bosonic-Fermionic QuantumWalk via Integrated Photonics								PHYSICAL REVIEW LETTERS				108	1					010502	10.1103/PhysRevLett.108.010502			JAN 5 2012	2012										310							WOS:000298928500002		
J	Tillmann, Max; Dakic, Borivoje; Heilmann, Rene; Nolte, Stefan; Szameit, Alexander; Walther, Philip								Experimental boson sampling								NATURE PHOTONICS				7	7			540	544		10.1038/NPHOTON.2013.102			JUL 2013	2013										307							WOS:000320988900014		
J	Bartlett, Stephen D.; Rudolph, Terry; Spekkens, Robert W.								Reference frames, superselection rules, and quantum information								REVIEWS OF MODERN PHYSICS				79	2			555	609		10.1103/RevModPhys.79.555			APR-JUN 2007	2007										301							WOS:000246776300004		
J	Kocsis, Sacha; Braverman, Boris; Ravets, Sylvain; Stevens, Martin J.; Mirin, Richard P.; Shalm, L. Krister; Steinberg, Aephraim M.								Observing the Average Trajectories of Single Photons in a Two-Slit Interferometer								SCIENCE				332	6034			1170	1173		10.1126/science.1202218			JUN 3 2011	2011										297							WOS:000291205200040		
J	Reed, M. D.; DiCarlo, L.; Nigg, S. E.; Sun, L.; Frunzio, L.; Girvin, S. M.; Schoelkopf, R. J.								Realization of three-qubit quantum error correction with superconducting circuits								NATURE				482	7385			382	385		10.1038/nature10786			FEB 16 2012	2012										295							WOS:000300287100042		
J	Koehl, William F.; Buckley, Bob B.; Heremans, F. Joseph; Calusine, Greg; Awschalom, David D.								Room temperature coherent control of defect spin qubits in silicon carbide								NATURE				479	7371			84	U108		10.1038/nature10562			NOV 3 2011	2011										294							WOS:000296422600036		
J	Higgins, B. L.; Berry, D. W.; Bartlett, S. D.; Wiseman, H. M.; Pryde, G. J.								Entanglement-free heisenberg-limited phase estimation								NATURE				450	7168			393	U5		10.1038/nature06257			NOV 15 2007	2007										294							WOS:000250918600049		
J	Afek, Itai; Ambar, Oron; Silberberg, Yaron								High-NOON States by Mixing Quantum and Classical Light								SCIENCE				328	5980			879	881		10.1126/science.1188172			MAY 14 2010	2010										293							WOS:000277618800044		
J	Chen, Feng; Vazquez de Aldana, J. R.								Optical waveguides in crystalline dielectric materials produced by femtosecond- laser micromachining								LASER & PHOTONICS REVIEWS				8	2			251	275		10.1002/lpor.201300025			MAR 2014	2014										292							WOS:000332341800007		
J	Elias Venegas-Andraca, Salvador								Quantum walks: a comprehensive review								QUANTUM INFORMATION PROCESSING				11	5			1015	1106		10.1007/s11128-012-0432-5			OCT 2012	2012										292							WOS:000308875100002		
J	Aromi, Guillem; Aguila, David; Gamez, Patrick; Luis, Fernando; Roubeau, Olivier								Design of magnetic coordination complexes for quantum computing								CHEMICAL SOCIETY REVIEWS				41	2			537	546		10.1039/c1cs15115k			2012	2012										291							WOS:000298854900001		
J	Genovese, M								Research on hidden variable theories: A review of recent progresses								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				413	6			319	396		10.1016/j.physrep.2005.03.003			JUL 2005	2005										290							WOS:000229944400001		
J	Demkowicz-Dobrzanski, Rafal; Kolodynski, Jan; Guta, Madalin								The elusive Heisenberg limit in quantum-enhanced metrology								NATURE COMMUNICATIONS				3						1063	10.1038/ncomms2067			SEP 2012	2012										289							WOS:000309338100030		
J	Lanyon, B. P.; Hempel, C.; Nigg, D.; Mueller, M.; Gerritsma, R.; Zaehringer, F.; Schindler, P.; Barreiro, J. T.; Rambach, M.; Kirchmair, G.; Hennrich, M.; Zoller, P.; Blatt, R.; Roos, C. F.								Universal Digital Quantum Simulation with Trapped Ions								SCIENCE				334	6052			57	61		10.1126/science.1208001			OCT 7 2011	2011										288							WOS:000295580300037		
J	Simon, C.; Afzelius, M.; Appel, J.; de la Giroday, A. Boyer; Dewhurst, S. J.; Gisin, N.; Hu, C. Y.; Jelezko, F.; Kroll, S.; Muller, J. H.; Nunn, J.; Polzik, E. S.; Rarity, J. G.; De Riedmatten, H.; Rosenfeld, W.; Shields, A. J.; Skoeld, N.; Stevenson, R. M.; Thew, R.; Walmsley, I. A.; Weber, M. C.; Weinfurter, H.; Wrachtrup, J.; Young, R. J.								Quantum memories								EUROPEAN PHYSICAL JOURNAL D				58	1			1	22		10.1140/epjd/e2010-00103-y			MAY 2010	2010										288							WOS:000277247300001		
J	Ding, Xing; He, Yu; Duan, Z. -C.; Gregersen, Niels; Chen, M. -C.; Unsleber, S.; Maier, S.; Schneider, Christian; Kamp, Martin; Hoefling, Sven; Lu, Chao-Yang; Pan, Jian-Wei								On-Demand Single Photons with High Extraction Efficiency and Near-Unity Indistinguishability from a Resonantly Driven Quantum Dot in a Micropillar								PHYSICAL REVIEW LETTERS				116	2					020401	10.1103/PhysRevLett.116.020401			JAN 14 2016	2016										285							WOS:000368284200001		
J	Lundeen, Jeff S.; Sutherland, Brandon; Patel, Aabid; Stewart, Corey; Bamber, Charles								Direct measurement of the quantum wavefunction								NATURE				474	7350			188	191		10.1038/nature10120			JUN 9 2011	2011										282							WOS:000291397800044		
J	Koenraad, Paul M.; Flatte, Michael E.								Single dopants in semiconductors								NATURE MATERIALS				10	2			91	100		10.1038/nmat2940			FEB 2011	2011										275							WOS:000286512200013		
