AUTHOR IDENTIFIERS: (G-9908-2013)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Universal intrinsic spin Hall effect","Sinova, J; Culcer, D; Niu, Q; Sinitsyn, NA; Jungwirth, T; MacDonald, AH","","","","PHYSICAL REVIEW LETTERS","MAR 26 2004","2004","92","12","","","","","","126603","10.1103/PhysRevLett.92.126603","","","1416","88.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","102","149","128","134","109","100","76","87","79","71","79","88","83","60","43","0"
"Berry phase effects on electronic properties","Xiao, Di; Chang, Ming-Che; Niu, Qian","","","","REVIEWS OF MODERN PHYSICS","JUL 6 2010","2010","82","3","","","","1959","2007","","10.1103/RevModPhys.82.1959","","","1410","141.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","44","68","99","111","174","183","259","280","182","0"
"Valley-selective circular dichroism of monolayer molybdenum disulphide","Cao, Ting; Wang, Gang; Han, Wenpeng; Ye, Huiqi; Zhu, Chuanrui; Shi, Junren; Niu, Qian; Tan, Pingheng; Wang, Enge; Liu, Baoli; Feng, Ji","","","","NATURE COMMUNICATIONS","JUN 2012","2012","3","","","","","","","887","10.1038/ncomms1882","","","1207","150.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","105","159","192","193","212","216","122","0"
"Crossover of the three-dimensional topological insulator Bi2Se3 to the two-dimensional limit","Zhang, Yi; He, Ke; Chang, Cui-Zu; Song, Can-Li; Wang, Li-Li; Chen, Xi; Jia, Jin-Feng; Fang, Zhong; Dai, Xi; Shan, Wen-Yu; Shen, Shun-Qing; Niu, Qian; Qi, Xiao-Liang; Zhang, Shou-Cheng; Ma, Xu-Cun; Xue, Qi-Kun","","","","NATURE PHYSICS","AUG 2010","2010","6","8","","","","584","588","","10.1038/NPHYS1689","","","818","81.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","58","99","102","101","115","93","98","79","58","0"
"Valley-contrasting physics in graphene: Magnetic moment and topological transport","Xiao, Di; Yao, Wang; Niu, Qian","","","","PHYSICAL REVIEW LETTERS","DEC 7 2007","2007","99","23","","","","","","236809","10.1103/PhysRevLett.99.236809","","","815","62.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","8","17","32","37","60","80","109","77","133","151","104","0"
"GROUND-STATE DEGENERACY OF THE FRACTIONAL QUANTUM HALL STATES IN THE PRESENCE OF A RANDOM POTENTIAL AND ON HIGH-GENUS RIEMANN SURFACES","WEN, XG; NIU, Q","","","","PHYSICAL REVIEW B","MAY 1 1990","1990","41","13","B","","","9377","9396","","10.1103/PhysRevB.41.9377","","","591","19.70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","9","10","12","10","4","5","4","2","3","2","7","14","10","16","20","19","20","28","28","23","28","37","39","49","43","36","43","37","27","0"
"QUANTIZED HALL CONDUCTANCE AS A TOPOLOGICAL INVARIANT","NIU, Q; THOULESS, DJ; WU, YS","","","","PHYSICAL REVIEW B","1985","1985","31","6","","","","3372","3377","","10.1103/PhysRevB.31.3372","","","571","16.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","12","13","9","5","5","8","9","2","8","8","14","11","12","3","6","8","3","9","6","9","10","12","21","10","19","25","25","31","37","42","45","46","47","38","0"
"Anomalous Hall effect in ferromagnetic semiconductors","Jungwirth, T; Niu, Q; MacDonald, AH","","","","PHYSICAL REVIEW LETTERS","MAY 20 2002","2002","88","20","","","","","","207208","10.1103/PhysRevLett.88.207208","","","490","27.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","22","35","31","38","34","39","45","35","31","22","20","15","28","21","26","26","21","0"
"Wave-packet dynamics in slowly perturbed crystals: Gradient corrections and Berry-phase effects","Sundaram, G; Niu, Q","","","","PHYSICAL REVIEW B","JUN 15 1999","1999","59","23","","","","14915","14925","","10.1103/PhysRevB.59.14915","","","484","23.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","7","17","22","34","22","28","28","30","23","21","23","23","36","34","48","47","36","0"
"Superconductivity modulated by quantum size effects","Guo, Y; Zhang, YF; Bao, XY; Han, TZ; Tang, Z; Zhang, LX; Zhu, WG; Wang, EG; Niu, Q; Qiu, ZQ; Jia, JF; Zhao, ZX; Xue, QK","","","","SCIENCE","DEC 10 2004","2004","306","5703","","","","1915","1917","","10.1126/science.1105130","","","423","26.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","13","31","35","41","32","38","32","20","26","32","28","28","28","24","14","0"
